RY,ToU,U,ORoRS,ORoCIS,ORoSR,ORoAOS,ASforR,ASforCI,ASforSR,ASforAO,ANoCR,ANoCCI,ANoCSR,ANoCAO
2017,Distribution Cooperative,Grundy County Rural Electric Cooperative,3857506,2993074,0,70774,26760,30803,0,527,1844,345,0,64
2017,Distribution Cooperative,"Grundy Electric Cooperative, Inc.",325939,41909,0,9648,2615,338,0,65,224,10,0,2
2017,Distribution Cooperative,Guthrie Co. Rural Electric Cooperative Assn.,7419680,5749307,737193,199926,65802,94102,12668,2341,4536,89,1,22
2017,Distribution Cooperative,Prairie Energy Cooperative,7766783,18511082,276455,13786,59463,214709,2735,116,3564,627,1,75
2017,Distribution Cooperative,Harrison County Rural Electric Cooperative,7118186,3616147,434289,411133,46523,49417,5468,2781,3338,357,1,57
2017,Generation and Transmission Cooperative,L & O Power Cooperative,0,0,12459717,0,0,0,193803,0,0,0,0,0
2017,Distribution Cooperative,Linn County Rural Electric Coop. Assn.,32619497,16645669,0,0,270375,176013,0,0,25124,3654,0,0
2017,Distribution Cooperative,Lyon Rural Electric Cooperative,6384392,3659853,651343,159898,63820,41171,8326,2244,2128,81,1,2
2017,Distribution Cooperative,Maquoketa Valley Electric Cooperative,15801931,15773750,0,73218,128071,150364,0,375,10298,5704,0,107
2017,Distribution Cooperative,Consumers Energy Cooperative,11229520,5707419,0,63280,75811,56387,0,360,5932,489,0,109
2017,Distribution Cooperative,Nishnabotna Valley Rural Electric Coop.,8035837,9156892,0,159919,59189,116349,0,1070,3506,137,0,52
2017,Distribution Cooperative,"United Electric Cooperative, Inc.",994797,435510,0,0,5841,2743,0,0,502,193,0,0
2017,Distribution Cooperative,"Osceola Electric Cooperative, Inc.",3573550,3789043,0,32540,31320,39842,0,217,1083,78,0,23
2017,Distribution Cooperative,Pella Cooperative Electric Association,5075637,1549195,0,281720,37064,14661,0,1924,2713,199,0,51
2017,Distribution Cooperative,Pleasant Hill Community Line,121141,330574,0,2344,1453,3326,0,25,0,0,0,2
2017,Distribution Cooperative,Access Energy Cooperative,14881853,22327843,0,5350,111219,333378,0,19,8658,213,0,7
2017,Distribution Cooperative,North West Rural Electric Cooperative,23049269,30287404,67095,46961,251526,431898,793,308,9114,769,1,72
2017,Distribution Cooperative,Western Iowa Power Cooperative,9176714,4493988,0,102421,63785,33056,0,676,3990,1488,0,41
2017,Distribution Cooperative,"Southern Iowa Electric Cooperative, Inc.",9086896,1630087,2534675,0,56911,16918,41752,0,4557,166,3,0
2017,Distribution Cooperative,T. I. P. Rural Electric Cooperative,9509314,6317611,0,22740,74089,75770,0,76,5946,357,0,38
2017,Distribution Cooperative,Woodbury County Rural Electric Cooperative,7181887,2014680,0,6514,52251,20836,0,37,3208,107,0,8
2017,Distribution Cooperative,Federated Rural Electric Association,110578,17540,0,0,1055,128,0,0,59,4,0,0
2017,Distribution Cooperative,Freeborn-Mower Cooperative Service,13256,0,0,0,96,0,0,0,7,0,0,0
2017,Distribution Cooperative,Iowa Lakes Electric Cooperative,22813799,37704369,0,424234,168363,418708,0,2937,9233,3229,0,177
2017,Distribution Cooperative,Nobles Cooperative Electric Association,16023,7344,0,0,134,67,0,0,10,2,0,0
2017,Distribution Cooperative,Midland Power Cooperative,24889555,23413781,1953218,255103,192696,266225,25303,1966,10910,538,6,187
2017,Distribution Cooperative,Raccoon Valley Electric Cooperative,6434626,8246854,396431,5440,44716,90103,4398,7,2241,439,1,18
2017,Distribution Cooperative,MiEnergy Cooperative,11292784,12752182,0,30552,74824,126199,0,178,5824,993,0,38
2018,Investor Owned Electric,Interstate Power and Light Company,594530541,998057923,127464165,12084118,3752039,10917824,3563796,37305,403726,85630,5,889
2018,Investor Owned Electric,MidAmerican Energy Company,622475404,990125977,279854164,107942908,6042171,16212551,10918764,1415173,591461,85031,5,12864
2018,Investor Owned Electric,Amana Society Service Company,994150,7171457,0,87740,7395,87595,0,851,706,304,0,24
2018,Municipal Electric,Bloomfield,1531575,1409265,0,57122,11805,14146,0,1023,1103,231,0,2
2018,Municipal Electric,Cascade,848756,794371,0,233561,7682,8812,0,2442,935,160,0,33
2018,Municipal Electric,Cedar Falls,17372770,20045382,11408576,4111613,175943,264884,393462,64743,17216,2225,0,160
2018,Municipal Electric,Coon Rapids,764934,412568,980066,282246,7510,3610,17807,3166,609,142,1,44
2018,Municipal Electric,Corning,814553,478744,0,579390,8553,4800,0,6383,753,221,0,54
2018,Municipal Electric,Graettinger,495557,401785,367960,19933,5266,4455,0,207,417,87,0,12
2018,Municipal Electric,Harlan,3109282,2994064,540173,349092,25202,31092,18463,3869,2310,469,0,83
2018,Municipal Electric,Hawarden,1099207,903045,0,265095,12220,9489,0,4017,1012,200,0,75
2018,Municipal Electric,Lamoni,917211,1169249,0,181749,8797,12368,0,2320,911,188,0,37
2018,Municipal Electric,Manilla,402513,133302,0,60873,4934,1828,0,661,395,65,0,46
2018,Municipal Electric,Manning,810428,1995166,0,187126,7397,29308,0,2011,691,134,0,33
2018,Municipal Electric,Osage,1650501,3308516,0,79292,15831,38872,0,736,1855,322,0,234
2018,Municipal Electric,Remsen,868996,740238,0,0,8787,8619,0,0,693,176,0,0
2018,Municipal Electric,Sanborn,748402,1599203,0,74611,7297,19246,0,691,576,144,0,25
2018,Municipal Electric,Sioux Center,2682138,6801734,0,658846,29263,86815,0,7157,2286,453,0,57
2018,Municipal Electric,Tipton,1104492,2410796,0,1324510,12242,17637,0,1192,1448,365,0,21
2018,Municipal Electric,West Bend,635113,1170412,0,56229,5740,12144,0,537,450,147,0,19
2018,Municipal Electric,Whittemore,393025,304423,0,35546,2694,2660,0,288,250,59,0,13
2018,Municipal Electric,Woodbine,914573,412331,0,273216,8412,4234,0,2908,729,133,0,41
2018,Municipal Electric,Lenox,764559,518550,0,317564,7580,5512,0,3663,600,127,0,20
2018,Municipal Electric,Montezuma,660679,1284492,0,88102,7329,15497,0,881,686,169,0,33
2018,Municipal Electric,Preston,606371,381987,0,82533,3984,3099,0,618,506,103,0,21
2018,Municipal Electric,Sabula,369462,131284,0,786,2373,801,0,351,323,59,0,15
2018,Municipal Electric,Brooklyn,786548,482091,0,62799,7315,4494,0,777,686,120,0,2
2018,Municipal Electric,Lake Park,635324,667667,0,79253,5209,6349,0,718,624,107,0,25
2018,Municipal Electric,Rock Rapids,1148222,1199928,0,123771,13481,13353,0,1780,1117,220,0,46
2018,Municipal Electric,Fairbank,557263,229758,0,97479,4719,2129,0,912,484,65,0,13
2018,Municipal Electric,Hartley,987337,789015,0,23329,11323,9345,0,311,799,125,0,9
2018,Municipal Electric,Afton,519377,331331,0,33436,3907,2744,0,233,413,82,0,19
2018,Municipal Electric,Akron,823457,807982,0,92408,8884,7457,0,821,693,146,0,27
2018,Municipal Electric,Algona,4244902,7075033,4640849,297639,29632,83273,147769,2874,3027,693,0,0
2018,Municipal Electric,Alta,1065265,608086,0,210408,10210,5522,0,2324,822,112,0,44
2018,Municipal Electric,Alta Vista,134908,46851,0,3735,1292,466,0,63,134,29,0,9
2018,Municipal Electric,Ames,20606977,33831181,0,5619548,176616,382136,0,104807,23946,2889,0,125
2018,Municipal Electric,Anita,443560,337724,0,113,4913,3964,0,206,490,116,0,17
2018,Municipal Electric,Anthon,467581,151744,0,24789,4498,1710,0,323,298,49,0,13
2018,Municipal Electric,Aplington,556560,256213,0,46024,4628,1982,0,488,484,61,0,14
2018,Municipal Electric,Atlantic,3659688,6835752,652995,471163,43554,92589,16683,5522,3813,742,1,88
2018,Municipal Electric,Auburn,163632,50537,0,0,1349,480,0,0,141,32,0,0
2018,Municipal Electric,Bancroft,382021,923595,262930,57800,3432,9417,3451,350,398,230,1,10
2018,Municipal Electric,Bellevue,1318434,1052109,0,309806,9733,10382,0,3108,1311,175,0,255
2018,Municipal Electric,Breda,321569,181323,0,20385,2573,1937,0,211,225,73,0,9
2018,Municipal Electric,Buffalo,423008,126656,0,41800,3980,2125,0,423,494,30,0,22
2018,Municipal Electric,Burt,253546,115691,0,33692,2071,870,0,262,260,52,0,11
2018,Municipal Electric,Callender,199168,37970,0,16482,0,0,0,0,0,0,0,0
2018,Municipal Electric,Carlisle,1576116,566526,0,335544,11231,4359,0,2606,1306,181,0,57
2018,Municipal Electric,Coggon,400218,148865,0,53324,2470,896,0,390,332,35,0,6
2018,Municipal Electric,Corwith,204624,152807,0,27126,1168,1239,0,154,140,37,0,10
2018,Municipal Electric,Danville,442520,71242,0,102442,3407,1140,0,1036,394,37,0,6
2018,Municipal Electric,Dayton,391047,106816,133235,12712,2950,1895,1241,113,388,69,8,1
2018,Municipal Electric,Denison,2780903,7018588,0,621396,35808,113159,0,14093,2730,560,0,6
2018,Municipal Electric,Denver,869179,532722,0,0,8688,5325,0,0,800,104,0,0
2018,Municipal Electric,Dike,489579,192800,0,170931,3298,1360,0,1143,375,41,0,4
2018,Municipal Electric,Durant,1132356,650357,0,65252,7216,7400,0,500,783,133,0,47
2018,Municipal Electric,Dysart,752253,326338,0,107353,5458,2507,0,1080,603,98,0,7
2018,Municipal Electric,Earlville,282090,138128,0,30047,3068,1378,0,332,362,54,0,9
2018,Municipal Electric,Eldridge,1800854,1332421,1653665,104912,22883,18960,55182,998,2426,237,0,35
2018,Municipal Electric,Ellsworth,259863,571894,0,42375,1956,4891,0,357,219,53,0,12
2018,Municipal Electric,Estherville,2765984,3453253,0,459576,20824,31914,0,4213,2671,495,0,40
2018,Municipal Electric,Farnhamville,252435,276736,0,5459,1878,2508,0,73,206,46,0,0
2018,Municipal Electric,Fonda,326543,193773,0,24943,2716,1580,0,394,301,39,0,23
2018,Municipal Electric,Fontanelle,409253,204104,0,28490,3749,1975,0,306,455,36,0,16
2018,Municipal Electric,Forest City,1443371,3889583,0,154714,13981,43810,0,1609,1752,420,0,1
2018,Municipal Electric,Fredericksburg,535260,1406777,0,117911,4960,13517,0,1605,470,57,0,14
2018,Municipal Electric,Glidden,614342,238770,0,74915,5698,2582,0,716,581,88,0,21
2018,Municipal Electric,Gowrie,456706,314327,0,44883,3977,3092,0,344,465,114,0,18
2018,Municipal Electric,Grafton,133182,41184,0,4602,1325,421,0,46,135,15,0,11
2018,Municipal Electric,Grand Junction,473169,135954,0,37596,3381,1065,0,579,395,59,0,23
2018,Municipal Electric,Greenfield,998488,3086435,0,110124,9663,35332,0,1115,992,232,0,24
2018,Municipal Electric,Grundy Center,1335750,1096532,0,63211,12953,12366,0,716,1265,251,0,1
2018,Municipal Electric,Guttenberg,871045,1214879,0,206300,8050,9379,0,1127,1065,273,0,58
2018,Municipal Electric,Hinton,440873,605564,0,54198,4555,4836,0,491,308,58,0,2
2018,Municipal Electric,Hopkinton,372884,211879,0,70944,2673,1460,0,644,323,43,0,13
2018,Municipal Electric,Hudson,1092603,482991,0,290551,7508,3359,0,2155,813,128,0,15
2018,Municipal Electric,Independence,3101188,5311739,0,297632,21279,56242,0,2849,2697,453,0,3
2018,Municipal Electric,Indianola,7134479,7203087,0,960274,56044,67119,0,8399,7465,688,0,34
2018,Municipal Electric,Keosauqua,556585,681627,0,280574,4489,6483,0,2809,513,117,0,25
2018,Municipal Electric,Kimballton,136522,50128,0,10440,1740,553,0,220,167,44,0,8
2018,Municipal Electric,Lake Mills,1033608,1386176,0,168356,8915,13638,0,2131,1070,178,0,0
2018,Municipal Electric,Lake View,1264697,626848,0,61019,13606,6999,0,1118,1158,185,0,54
2018,Municipal Electric,La Porte City,1022218,512312,0,83582,9526,5353,0,994,995,144,0,39
2018,Municipal Electric,Larchwood,500198,301955,0,25350,5400,3173,0,177,401,71,0,10
2018,Municipal Electric,Laurens,997403,1265573,1321278,63746,11162,14479,27175,1549,639,131,2,31
2018,Municipal Electric,Lehigh,162417,16830,0,1103,1900,230,0,19,248,1,0,2
2018,Municipal Electric,Livermore,252129,116429,0,15731,1899,638,0,149,179,30,0,10
2018,Municipal Electric,Long Grove,307435,17440,0,18555,2752,119,0,155,230,9,0,7
2018,Municipal Electric,Mapleton,813792,593701,0,93599,7287,5867,0,1037,578,146,0,30
2018,Municipal Electric,Maquoketa,2901413,4852150,0,289099,24351,45799,0,2723,2798,507,0,70
2018,Municipal Electric,Marathon,164007,74507,0,39684,1097,465,0,200,136,45,0,16
2018,Municipal Electric,McGregor,406450,352704,0,84677,3309,2783,0,734,468,110,0,32
2018,Municipal Electric,Milford,1605178,1555699,592957,147492,15385,14824,3083,1466,1217,344,0,33
2018,Municipal Electric,Mount Pleasant,3703763,5102883,3652,0,29121,43705,143,0,3465,622,1,0
2018,Municipal Electric,Muscatine,11851103,44527606,0,1484164,107195,735472,0,22502,9917,1511,0,60
2018,Municipal Electric,Neola,476480,138938,0,34815,3497,1240,0,8,351,46,0,13
2018,Municipal Electric,New Hampton,1362203,3042661,0,193040,14546,42981,0,2715,1670,301,0,433
2018,Municipal Electric,New London,1252515,348187,0,215644,9499,3226,0,1667,1090,117,0,34
2018,Municipal Electric,Ogden,1215478,226276,194,481694,8459,2428,0,2309,977,134,0,56
2018,Municipal Electric,Onawa,1703397,1409385,0,130223,15455,13752,0,1477,2863,412,0,176
2018,Municipal Electric,Orange City,2333633,5574291,0,12091,24216,64366,0,117,1951,379,0,0
2018,Municipal Electric,Orient,214420,39147,0,0,1569,313,0,0,214,0,0,0
2018,Municipal Electric,Panora,615860,503276,0,282168,4906,5349,0,2831,605,99,0,6
2018,Municipal Electric,Paton,131319,6388,0,0,2045,105,0,0,113,16,0,0
2018,Municipal Electric,Paullina,555340,456272,0,58117,5172,4692,0,577,528,114,0,24
2018,Municipal Electric,Pella,4511571,12230058,0,369175,38538,145540,0,3354,4127,771,0,62
2018,Municipal Electric,Pocahontas,1011753,819185,0,303033,9778,8545,0,3566,923,184,0,41
2018,Municipal Electric,Primghar,523542,311760,0,95138,4717,2836,0,1654,519,112,0,27
2018,Municipal Electric,Readlyn,471287,214419,0,0,3600,1612,0,0,346,30,0,0
2018,Municipal Electric,Renwick,195121,406011,0,5345,1442,3204,0,47,150,21,0,5
2018,Municipal Electric,Rockford,536447,215384,0,183427,3075,1405,0,1536,409,56,0,12
2018,Municipal Electric,Sergeant Bluff,1874695,1412542,0,0,18165,15340,0,0,1696,172,0,0
2018,Municipal Electric,Sibley,1430915,1029041,164190,374662,15057,11784,2251,4383,1467,262,1,57
2018,Municipal Electric,Spencer,5512283,5519758,2705570,1414321,68636,70790,122095,21475,5311,911,1,4
2018,Municipal Electric,Stanhope,231008,199481,0,30835,1614,1081,0,191,184,44,0,12
2018,Municipal Electric,Stanton,379639,184097,0,99518,4287,2319,0,1223,284,44,0,15
2018,Municipal Electric,State Center,1087986,794649,0,0,8576,6967,0,0,796,189,0,0
2018,Municipal Electric,Story City,2103333,3438366,0,129142,17317,40613,0,1562,1685,241,0,7
2018,Municipal Electric,Stratford,349190,194500,0,49936,2506,1760,0,415,313,66,0,26
2018,Municipal Electric,Strawberry Point,705949,392730,0,146635,4838,2063,0,460,582,106,0,19
2018,Municipal Electric,Stuart,992462,935937,0,0,6874,7267,0,0,757,187,0,0
2018,Municipal Electric,Sumner,2138509,817961,0,176682,9083,6545,0,1012,943,167,0,30
2018,Municipal Electric,Traer,1122953,638388,0,0,9712,6800,0,27,949,146,0,1
2018,Municipal Electric,Villisca,730305,286970,0,180415,6869,2715,0,2265,582,95,0,42
2018,Municipal Electric,Vinton,2329495,1990072,33980,243837,19018,18696,737,2403,2198,359,0,32
2018,Municipal Electric,Wall Lake,472126,395604,0,0,5168,4277,0,0,413,115,0,0
2018,Municipal Electric,Waverly,5813166,8853582,3803882,1059297,41331,92923,0,8677,4234,587,0,372
2018,Municipal Electric,Webster City,4237732,6053394,851863,523622,32875,63940,8625,5058,3852,513,3,47
2018,Municipal Electric,West Liberty,1549322,3267607,0,497143,12970,35990,0,3049,1580,176,0,37
2018,Municipal Electric,West Point,808998,633770,0,43809,6560,7183,0,343,635,87,0,21
2018,Municipal Electric,Westfield,77246,17014,0,0,640,141,0,0,66,8,0,1
2018,Municipal Electric,Wilton,1267536,1193665,0,107136,12023,12615,0,1094,1314,191,0,28
2018,Municipal Electric,Winterset,2967072,2459229,0,0,22070,24840,0,0,2198,392,0,0
2018,Municipal Electric,Woolstock,86608,109543,0,0,1793,543,0,0,125,28,0,0
2018,Municipal Electric,Lawler,232056,100962,0,1108,1831,910,0,7,274,48,0,2
2018,Municipal Electric,Alton,539541,496492,0,4804,6434,5872,0,204,457,131,0,0
2018,Municipal Electric,Aurelia,465989,321124,0,84953,4906,2964,0,780,440,74,0,31
2018,Distribution Cooperative,Southwest Iowa Rural Electric Cooperative,9373002,2816432,258824,15468,75008,32497,3558,71,5583,301,1,20
2018,Distribution Cooperative,"Allamakee Clayton Elec. Coop., Inc.",17326602,1798783,449206,15237,119877,14625,9206,75,9465,515,1,5
2018,Distribution Cooperative,Atchison Holt Electric Coop.,1468089,885841,0,61068,10580,6384,0,440,1087,79,0,15
2018,Distribution Cooperative,East-Central Iowa Rural Electric Coop.,15255980,6604388,0,441427,136353,76788,0,4372,7829,837,0,168
2018,Distribution Cooperative,Boone Valley Electric Coop.,266141,243701,449104,0,2947,2541,5005,0,111,2,0,0
2018,Distribution Cooperative,Butler County Rural Elec. Coop.,12680765,10194071,0,76092,98679,117225,0,583,4859,192,0,32
2018,Distribution Cooperative,Calhoun County Electric Coop. Assn.,4305577,611730,554473,0,30426,5232,6863,0,1660,25,2,0
2018,Distribution Cooperative,Cass Electric Cooperative,172994,0,0,360,1208,0,0,0,88,0,0,1
2018,Distribution Cooperative,Heartland Power Cooperative,10373344,17687147,0,267956,89867,233320,0,2860,4342,818,0,65
2018,Generation and Transmission Cooperative,Central Iowa Power Cooperative (CIPCO),0,0,182089771,0,0,0,3037591,0,0,0,13,0
2018,Distribution Cooperative,"Chariton Valley Electric Cooperative, Inc.",7921936,4398655,0,51181,59856,39868,0,482,4854,1165,0,2
2018,Distribution Cooperative,"Clarke Electric Cooperative, Inc.",9189666,3850324,118937,150192,68714,41103,1644,1188,5068,276,1,51
2018,Generation and Transmission Cooperative,Corn Belt Power Cooperative,0,0,0,0,0,0,0,0,0,0,0,0
2018,Distribution Cooperative,Eastern Iowa Light & Power Cooperative,39643190,22014748,1613528,376384,317396,305258,27297,4056,21900,1862,1,82
2018,Distribution Cooperative,Farmers Electric Cooperative - Kalona,1467345,704666,0,0,12439,6060,0,0,603,23,0,0
2018,Distribution Cooperative,"Farmers Electric Coop., Inc. - Greenfield",9354568,4016938,0,7911,67935,54334,0,20,4760,110,0,5
2018,Distribution Cooperative,Franklin Rural Electric Cooperative,3895817,3356359,0,83863,30537,32395,227,627,1455,425,1,51
2018,Distribution Cooperative,Grundy County Rural Electric Cooperative,3994999,3008761,0,76260,28304,33503,0,583,1764,427,0,64
2018,Distribution Cooperative,"Grundy Electric Cooperative, Inc.",361825,54587,0,9695,2913,476,0,48,224,9,0,2
2018,Distribution Cooperative,Guthrie Co. Rural Electric Cooperative Assn.,7409721,5807625,763335,193873,71475,95436,14322,2516,4606,88,1,22
2018,Distribution Cooperative,Prairie Energy Cooperative,7876929,19043630,258920,13400,62653,228617,2607,113,3548,664,1,75
2018,Distribution Cooperative,Harrison County Rural Electric Cooperative,7209899,3718632,462734,395795,49653,50278,5687,2846,3106,606,1,59
2018,Generation and Transmission Cooperative,L & O Power Cooperative,0,0,12363465,0,0,0,200837,0,0,0,0,0
2018,Distribution Cooperative,Linn County Rural Electric Coop. Assn.,33917481,16992837,0,0,295707,187908,0,0,25568,3727,0,0
2018,Distribution Cooperative,Lyon Rural Electric Cooperative,6561027,3617471,668775,158929,68228,41949,8879,2445,2147,83,1,2
2018,Distribution Cooperative,Maquoketa Valley Electric Cooperative,16651413,15786571,0,68125,138851,152648,0,316,10409,5731,0,101
2018,Distribution Cooperative,Consumers Energy Cooperative,11753126,8147844,0,59534,82083,100742,0,299,6059,488,0,111
2018,Distribution Cooperative,Nishnabotna Valley Rural Electric Coop.,8549659,9136454,0,164580,62901,116502,0,1092,3500,128,0,51
2018,Distribution Cooperative,"United Electric Cooperative, Inc.",1149642,61932,0,0,7185,662,0,0,524,3,0,0
2018,Distribution Cooperative,"Osceola Electric Cooperative, Inc.",3680447,3463259,0,32714,33733,38909,0,227,1073,78,0,23
2018,Distribution Cooperative,Pella Cooperative Electric Association,5274970,1674154,0,286741,40493,16100,0,2001,2707,242,0,51
2018,Distribution Cooperative,Pleasant Hill Community Line,158654,324486,0,2107,1617,3399,0,19,106,14,0,2
2018,Distribution Cooperative,Access Energy Cooperative,15445597,23699051,0,5353,119749,357393,0,18,8690,211,0,7
2018,Distribution Cooperative,North West Rural Electric Cooperative,24554171,30697653,72254,47479,272457,432524,850,316,9192,781,1,72
2018,Distribution Cooperative,Western Iowa Power Cooperative,9368033,4389161,0,96706,69165,33365,0,662,3966,1506,0,41
2018,Distribution Cooperative,"Southern Iowa Electric Cooperative, Inc.",9643631,1640507,2684482,0,61466,16792,41777,0,4553,170,2,0
2018,Distribution Cooperative,T. I. P. Rural Electric Cooperative,9781836,6006375,0,21238,81823,75536,0,57,5969,358,0,38
2018,Distribution Cooperative,Woodbury County Rural Electric Cooperative,8014011,2053240,0,7577,57280,20055,0,36,3213,105,0,8
2021,Municipal Electric,Fairbank,556527,210080,0,70789,4730,1895,0,352,495,68,12,0
2018,Distribution Cooperative,Federated Rural Electric Association,106431,15239,0,0,1100,110,0,0,58,4,0,0
2018,Distribution Cooperative,Freeborn-Mower Cooperative Service,13202,0,0,0,74,0,0,0,6,0,0,0
2018,Distribution Cooperative,Iowa Lakes Electric Cooperative,23294899,37633597,0,427888,181204,423252,0,3149,9276,3265,0,173
2018,Distribution Cooperative,Nobles Cooperative Electric Association,15618,7546,0,0,134,71,0,0,10,2,0,0
2018,Distribution Cooperative,Midland Power Cooperative,25376790,23054186,1966569,245820,206834,286158,26588,2012,11021,552,10,183
2018,Distribution Cooperative,Raccoon Valley Electric Cooperative,6719644,8140310,417889,5847,47917,89313,4751,8,2255,458,1,21
2018,Distribution Cooperative,MiEnergy Cooperative,11915556,14655928,0,26470,80150,148095,0,194,5955,1002,0,38
2019,Investor Owned Electric,Interstate Power and Light Company,603441064,1019698594,147766082,12638296,3612717,10528597,5295756,35858,405205,85698,5,859
2019,Investor Owned Electric,MidAmerican Energy Company,604741031,1042924411,213910265,107918018,5882127,16795248,9793700,1395836,596559,86537,4,12894
2019,Investor Owned Electric,Amana Society Service Company,960641,7209233,0,90670,7260,90472,0,875,715,297,0,21
2019,Municipal Electric,Bloomfield,1612798,1254097,0,60304,11354,5205,0,19381,1107,198,0,28
2019,Municipal Electric,Cascade,846082,773424,0,216231,7694,8566,0,2281,949,162,0,32
2019,Municipal Electric,Cedar Falls,16139447,18557187,7804705,3410151,170532,259510,318313,55319,17128,2251,,146
2019,Municipal Electric,Coon Rapids,753173,433337,819096,282901,7272,3735,10971,3153,606,139,1,45
2019,Municipal Electric,Corning,799057,466112,0,567172,8467,4685,0,6218,745,218,0,60
2019,Municipal Electric,Graettinger,465112,366380,296337,18748,5056,4233,0,201,415,90,0,12
2019,Municipal Electric,Harlan,3036282,2952865,233785,363609,24161,30765,9188,4042,2305,472,,84
2019,Municipal Electric,Hawarden,1094816,898289,0,340446,12200,9731,0,4355,1020,193,0,79
2019,Municipal Electric,Lamoni,855302,1071064,0,164193,8269,11624,0,1874,907,198,0,37
2019,Municipal Electric,Manilla,390657,127417,0,56787,4767,1709,0,320,396,64,0,22
2019,Municipal Electric,Manning,820261,2197230,0,185353,7232,28737,0,1976,694,161,0,32
2019,Municipal Electric,Osage,1596620,3279176,0,73027,15436,38643,0,697,1859,321,0,235
2019,Municipal Electric,Remsen,826294,726777,0,0,8408,8454,0,0,694,176,0,0
2019,Municipal Electric,Sanborn,769211,1764513,0,73677,7091,19857,0,668,587,142,0,25
2019,Municipal Electric,Sioux Center,2737375,6881738,0,693946,29090,87524,0,7465,2294,463,0,56
2019,Municipal Electric,Tipton,1421234,2065992,0,108317,1288,9154,0,12,1448,377,0,2
2019,Municipal Electric,West Bend,639347,1174306,0,56576,5624,12115,0,522,451,144,0,19
2019,Municipal Electric,Whittemore,340555,330917,0,36668,2294,2783,0,299,250,60,0,13
2019,Municipal Electric,Woodbine,889534,400091,0,290157,8235,4140,0,2969,725,133,0,41
2019,Municipal Electric,Lenox,845036,628366,0,367278,7274,5806,0,3689,590,127,0,20
2019,Municipal Electric,Montezuma,674570,1359461,0,88162,7074,14220,0,833,701,169,0,33
2019,Municipal Electric,Preston,585094,370181,0,80576,4066,2997,0,607,509,103,0,21
2019,Municipal Electric,Sabula,351981,111307,0,0,2254,700,0,438,316,59,0,15
2019,Municipal Electric,Brooklyn,769513,469917,0,52397,7100,4450,0,662,692,120,0,2
2019,Municipal Electric,Lake Park,610828,635748,0,81206,4973,6093,0,738,595,109,0,26
2019,Municipal Electric,Rock Rapids,1167709,1110683,0,126390,12976,13690,0,1833,1110,220,0,46
2019,Municipal Electric,Fairbank,551581,233164,0,106965,4595,2149,0,940,487,67,0,12
2019,Municipal Electric,Hartley,940263,733568,0,22163,10729,8880,0,296,800,123,0,9
2019,Municipal Electric,Afton,501871,354363,0,31201,3771,2906,0,219,415,80,0,19
2019,Municipal Electric,Akron,802865,908705,0,92479,8483,8102,0,786,694,148,0,29
2019,Municipal Electric,Algona,3991813,6916507,3310710,279221,28102,82482,100475,2783,3044,692,,0
2019,Municipal Electric,Alta,1046071,560612,0,326317,10071,5224,0,3485,829,113,0,44
2019,Municipal Electric,Alta Vista,148753,50347,0,4103,1041,437,0,63,134,29,0,9
2019,Municipal Electric,Ames,19680132,32957650,0,5057393,169030,370999,0,99425,23943,2890,0,123
2019,Municipal Electric,Anita,426206,312203,0,123,4913,3819,0,195,488,114,0,18
2019,Municipal Electric,Anthon,452276,194568,0,22791,4341,1685,0,297,297,49,0,13
2019,Municipal Electric,Aplington,558263,188074,0,49898,4433,1588,0,506,474,66,0,8
2019,Municipal Electric,Atlantic,3539919,9051116,144173,479356,42028,134842,-6379,5632,3822,751,1,85
2019,Municipal Electric,Auburn,161842,53990,0,12066,1454,476,0,43,140,28,0,11
2019,Municipal Electric,Bancroft,396983,997892,278053,70608,3412,9210,3305,523,389,247,1,11
2019,Municipal Electric,Bellevue,1350629,1101513,0,312766,9475,10537,0,3073,1330,179,0,251
2019,Municipal Electric,Breda,309810,193896,0,18802,2403,2130,0,180,228,73,0,10
2019,Municipal Electric,Buffalo,417146,123257,0,42250,3661,1059,0,1039,497,28,0,17
2019,Municipal Electric,Burt,416874,0,0,2091,3305,0,0,0,233,0,0,0
2019,Municipal Electric,Callender,204733,40152,0,20414,0,0,0,0,0,0,0,0
2019,Municipal Electric,Carlisle,1490612,538577,0,465336,10628,4144,0,3626,1290,181,0,60
2019,Municipal Electric,Coggon,321016,115118,0,51112,2244,353,0,219,317,39,0,6
2019,Municipal Electric,Corwith,193455,139380,0,27121,1112,1112,0,155,139,36,0,10
2019,Municipal Electric,Danville,448824,66462,0,102356,3841,659,0,1054,392,38,0,6
2019,Municipal Electric,Dayton,375539,108599,97813,1750,3075,1084,914,13,389,59,8,12
2019,Municipal Electric,Denison,2777637,7061626,0,631852,35141,109688,0,13305,2731,567,0,6
2019,Municipal Electric,Denver,945630,578097,0,0,8524,5224,0,0,812,116,0,0
2019,Municipal Electric,Dike,458852,175942,0,155927,3143,1277,0,1037,377,39,0,4
2019,Municipal Electric,Durant,1109873,620313,0,62249,7157,7113,0,475,787,127,0,44
2019,Municipal Electric,Dysart,736464,268331,0,104687,5331,2081,0,1036,606,95,0,18
2019,Municipal Electric,Earlville,331029,148501,0,27026,2921,1206,0,334,362,54,0,11
2019,Municipal Electric,Eldridge,1752535,1216328,1110576,101846,22250,17381,38772,1002,2472,239,,36
